match_type,confidence_score,bank_transaction_id,ledger_transaction_id,account_id,currency,amount_bank,amount_internal,transaction_date_bank,transaction_date_internal,reference_id_bank,reference_id_internal,raw_reference_bank,raw_reference_internal,normalized_reference,counterparty_bank,counterparty_internal,description_bank,description_internal
Exact Match,1.0,BK-S000200-B1,LD-S000200-L1,ACC3001,CAD,14801.14,14801.14,2026-03-02,2026-03-02,REF000200,REF000200,REF000200,REF000200,REF000200,Evergreen Custody,Evergreen Custody,Deposit - Evergreen Custody,Deposit - Evergreen Custody
Exact Match,1.0,BK-S000201-B1,LD-S000201-L1,ACC3001,CAD,5495.53,5495.53,2026-03-16,2026-03-16,REF000201,REF000201,REF000201,REF000201,REF000201,Cedar Prime LP,Cedar Prime LP,Fee - Cedar Prime LP,Fee - Cedar Prime LP
Exact Match,1.0,BK-S000202-B1,LD-S000202-L1,ACC3001,CAD,13182.94,13182.94,2026-04-02,2026-04-02,REF000202,REF000202,REF000202,REF000202,REF000202,Bluewater Holdings,Bluewater Holdings,Deposit - Bluewater Holdings,Deposit - Bluewater Holdings
Exact Match,1.0,BK-S000203-B1,LD-S000203-L1,ACC1001,CAD,7087.61,7087.61,2026-03-25,2026-03-25,REF000203,REF000203,REF000203,REF000203,REF000203,Bluewater Holdings,Bluewater Holdings,Withdrawal - Bluewater Holdings,Withdrawal - Bluewater Holdings
Exact Match,1.0,BK-S000204-B1,LD-S000204-L1,ACC2001,USD,19516.03,19516.03,2026-04-12,2026-04-12,REF000204,REF000204,REF000204,REF000204,REF000204,Pinebridge Vendor Services,Pinebridge Vendor Services,Wire Out - Pinebridge Vendor Services,Wire Out - Pinebridge Vendor Services
Exact Match,1.0,BK-S000205-B1,LD-S000205-L1,ACC3001,CAD,19699.42,19699.42,2026-04-11,2026-04-11,REF000205,REF000205,REF000205,REF000205,REF000205,Summit Client Account,Summit Client Account,Fee - Summit Client Account,Fee - Summit Client Account
Exact Match,1.0,BK-S000206-B1,LD-S000206-L1,ACC1002,CAD,23646.52,23646.52,2026-03-05,2026-03-05,REF000206,REF000206,REF000206,REF000206,REF000206,Bluewater Holdings,Bluewater Holdings,Wire Out - Bluewater Holdings,Wire Out - Bluewater Holdings
Exact Match,1.0,BK-S000207-B1,LD-S000207-L1,ACC1002,CAD,13369.21,13369.21,2026-03-21,2026-03-21,REF000207,REF000207,REF000207,REF000207,REF000207,Summit Client Account,Summit Client Account,Wire In - Summit Client Account,Wire In - Summit Client Account
Exact Match,1.0,BK-S000208-B1,LD-S000208-L1,ACC1002,CAD,2147.3,2147.3,2026-03-23,2026-03-23,REF000208,REF000208,REF000208,REF000208,REF000208,Pinebridge Vendor Services,Pinebridge Vendor Services,Fee - Pinebridge Vendor Services,Fee - Pinebridge Vendor Services
Exact Match,1.0,BK-S000209-B1,LD-S000209-L1,ACC2002,USD,10279.47,10279.47,2026-03-29,2026-03-29,REF000209,REF000209,REF000209,REF000209,REF000209,Evergreen Custody,Evergreen Custody,Interest - Evergreen Custody,Interest - Evergreen Custody
Exact Match,1.0,BK-S000210-B1,LD-S000210-L1,ACC2001,USD,18449.95,18449.95,2026-03-18,2026-03-18,REF000210,REF000210,REF000210,REF000210,REF000210,Cedar Prime LP,Cedar Prime LP,Deposit - Cedar Prime LP,Deposit - Cedar Prime LP
Exact Match,1.0,BK-S000211-B1,LD-S000211-L1,ACC3001,CAD,345.13,345.13,2026-03-21,2026-03-21,REF000211,REF000211,REF000211,REF000211,REF000211,North Ridge Treasury,North Ridge Treasury,Fee - North Ridge Treasury,Fee - North Ridge Treasury
Exact Match,1.0,BK-S000212-B1,LD-S000212-L1,ACC2002,USD,11731.11,11731.11,2026-04-14,2026-04-14,REF000212,REF000212,REF000212,REF000212,REF000212,Pinebridge Vendor Services,Pinebridge Vendor Services,Wire Out - Pinebridge Vendor Services,Wire Out - Pinebridge Vendor Services
Exact Match,1.0,BK-S000213-B1,LD-S000213-L1,ACC1001,CAD,9719.47,9719.47,2026-04-12,2026-04-12,REF000213,REF000213,REF000213,REF000213,REF000213,Evergreen Custody,Evergreen Custody,Wire In - Evergreen Custody,Wire In - Evergreen Custody
Exact Match,1.0,BK-S000214-B1,LD-S000214-L1,ACC2002,USD,750.66,750.66,2026-03-09,2026-03-09,REF000214,REF000214,REF000214,REF000214,REF000214,Pinebridge Vendor Services,Pinebridge Vendor Services,Wire In - Pinebridge Vendor Services,Wire In - Pinebridge Vendor Services
Exact Match,1.0,BK-S000215-B1,LD-S000215-L1,ACC1001,CAD,23771.76,23771.76,2026-03-10,2026-03-10,REF000215,REF000215,REF000215,REF000215,REF000215,Pinebridge Vendor Services,Pinebridge Vendor Services,Deposit - Pinebridge Vendor Services,Deposit - Pinebridge Vendor Services
Exact Match,1.0,BK-S000216-B1,LD-S000216-L1,ACC3001,CAD,8545.25,8545.25,2026-04-03,2026-04-03,REF000216,REF000216,REF000216,REF000216,REF000216,North Ridge Treasury,North Ridge Treasury,Wire Out - North Ridge Treasury,Wire Out - North Ridge Treasury
Exact Match,1.0,BK-S000217-B1,LD-S000217-L1,ACC1002,CAD,14480.15,14480.15,2026-04-03,2026-04-03,REF000217,REF000217,REF000217,REF000217,REF000217,North Ridge Treasury,North Ridge Treasury,Interest - North Ridge Treasury,Interest - North Ridge Treasury
Exact Match,1.0,BK-S000218-B1,LD-S000218-L1,ACC1002,CAD,24967.09,24967.09,2026-03-19,2026-03-19,REF000218,REF000218,REF000218,REF000218,REF000218,Lakeview Partners,Lakeview Partners,Deposit - Lakeview Partners,Deposit - Lakeview Partners
Exact Match,1.0,BK-S000219-B1,LD-S000219-L1,ACC2002,USD,3106.98,3106.98,2026-04-15,2026-04-15,REF000219,REF000219,REF000219,REF000219,REF000219,Pinebridge Vendor Services,Pinebridge Vendor Services,Wire Out - Pinebridge Vendor Services,Wire Out - Pinebridge Vendor Services
Exact Match,1.0,BK-S000220-B1,LD-S000220-L1,ACC1001,CAD,8198.96,8198.96,2026-04-04,2026-04-04,REF000220,REF000220,REF000220,REF000220,REF000220,Evergreen Custody,Evergreen Custody,Deposit - Evergreen Custody,Deposit - Evergreen Custody
Exact Match,1.0,BK-S000221-B1,LD-S000221-L1,ACC1002,CAD,24643.18,24643.18,2026-04-02,2026-04-02,REF000221,REF000221,REF000221,REF000221,REF000221,Evergreen Custody,Evergreen Custody,Fee - Evergreen Custody,Fee - Evergreen Custody
Exact Match,1.0,BK-S000222-B1,LD-S000222-L1,ACC1001,CAD,12217.74,12217.74,2026-04-05,2026-04-05,REF000222,REF000222,REF000222,REF000222,REF000222,Evergreen Custody,Evergreen Custody,Fee - Evergreen Custody,Fee - Evergreen Custody
Exact Match,1.0,BK-S000223-B1,LD-S000223-L1,ACC2001,USD,13616.7,13616.7,2026-04-15,2026-04-15,REF000223,REF000223,REF000223,REF000223,REF000223,RBC Banking Services,RBC Banking Services,Interest - RBC Banking Services,Interest - RBC Banking Services
Exact Match,1.0,BK-S000224-B1,LD-S000224-L1,ACC2001,USD,17322.62,17322.62,2026-03-05,2026-03-05,REF000224,REF000224,REF000224,REF000224,REF000224,Pinebridge Vendor Services,Pinebridge Vendor Services,Withdrawal - Pinebridge Vendor Services,Withdrawal - Pinebridge Vendor Services
Exact Match,1.0,BK-S000225-B1,LD-S000225-L1,ACC3001,CAD,22857.09,22857.09,2026-03-09,2026-03-09,REF000225,REF000225,REF000225,REF000225,REF000225,Bluewater Holdings,Bluewater Holdings,Wire Out - Bluewater Holdings,Wire Out - Bluewater Holdings
Exact Match,1.0,BK-S000226-B1,LD-S000226-L1,ACC2001,USD,18023.97,18023.97,2026-03-11,2026-03-11,REF000226,REF000226,REF000226,REF000226,REF000226,Pinebridge Vendor Services,Pinebridge Vendor Services,Wire Out - Pinebridge Vendor Services,Wire Out - Pinebridge Vendor Services
Exact Match,1.0,BK-S000227-B1,LD-S000227-L1,ACC2001,USD,7586.82,7586.82,2026-04-10,2026-04-10,REF000227,REF000227,REF000227,REF000227,REF000227,North Ridge Treasury,North Ridge Treasury,Wire Out - North Ridge Treasury,Wire Out - North Ridge Treasury
Exact Match,1.0,BK-S000228-B1,LD-S000228-L1,ACC3001,CAD,14935.52,14935.52,2026-03-11,2026-03-11,REF000228,REF000228,REF000228,REF000228,REF000228,Evergreen Custody,Evergreen Custody,Withdrawal - Evergreen Custody,Withdrawal - Evergreen Custody
Exact Match,1.0,BK-S000229-B1,LD-S000229-L1,ACC3001,CAD,827.4,827.4,2026-04-06,2026-04-06,REF000229,REF000229,REF000229,REF000229,REF000229,Cedar Prime LP,Cedar Prime LP,Fee - Cedar Prime LP,Fee - Cedar Prime LP
Exact Match,1.0,BK-S000230-B1,LD-S000230-L1,ACC2001,USD,10998.08,10998.08,2026-03-14,2026-03-14,REF000230,REF000230,REF000230,REF000230,REF000230,Bluewater Holdings,Bluewater Holdings,Withdrawal - Bluewater Holdings,Withdrawal - Bluewater Holdings
Exact Match,1.0,BK-S000231-B1,LD-S000231-L1,ACC2001,USD,20312.52,20312.52,2026-03-20,2026-03-20,REF000231,REF000231,REF000231,REF000231,REF000231,RBC Banking Services,RBC Banking Services,Withdrawal - RBC Banking Services,Withdrawal - RBC Banking Services
Exact Match,1.0,BK-S000232-B1,LD-S000232-L1,ACC1001,CAD,12146.61,12146.61,2026-03-29,2026-03-29,REF000232,REF000232,REF000232,REF000232,REF000232,Pinebridge Vendor Services,Pinebridge Vendor Services,Wire Out - Pinebridge Vendor Services,Wire Out - Pinebridge Vendor Services
Exact Match,1.0,BK-S000233-B1,LD-S000233-L1,ACC2001,USD,4138.39,4138.39,2026-03-23,2026-03-23,REF000233,REF000233,REF000233,REF000233,REF000233,Pinebridge Vendor Services,Pinebridge Vendor Services,Withdrawal - Pinebridge Vendor Services,Withdrawal - Pinebridge Vendor Services
Exact Match,1.0,BK-S000234-B1,LD-S000234-L1,ACC2001,USD,454.64,454.64,2026-03-30,2026-03-30,REF000234,REF000234,REF000234,REF000234,REF000234,Evergreen Custody,Evergreen Custody,Wire Out - Evergreen Custody,Wire Out - Evergreen Custody
Exact Match,1.0,BK-S000235-B1,LD-S000235-L1,ACC2002,USD,21767.38,21767.38,2026-03-27,2026-03-27,REF000235,REF000235,REF000235,REF000235,REF000235,Evergreen Custody,Evergreen Custody,Deposit - Evergreen Custody,Deposit - Evergreen Custody
Exact Match,1.0,BK-S000236-B1,LD-S000236-L1,ACC2001,USD,13353.4,13353.4,2026-03-11,2026-03-11,REF000236,REF000236,REF000236,REF000236,REF000236,Summit Client Account,Summit Client Account,Wire Out - Summit Client Account,Wire Out - Summit Client Account
Exact Match,1.0,BK-S000237-B1,LD-S000237-L1,ACC1001,CAD,6777.49,6777.49,2026-04-02,2026-04-02,REF000237,REF000237,REF000237,REF000237,REF000237,Pinebridge Vendor Services,Pinebridge Vendor Services,Interest - Pinebridge Vendor Services,Interest - Pinebridge Vendor Services
Exact Match,1.0,BK-S000238-B1,LD-S000238-L1,ACC2002,USD,7857.96,7857.96,2026-04-11,2026-04-11,REF000238,REF000238,REF000238,REF000238,REF000238,Bluewater Holdings,Bluewater Holdings,Deposit - Bluewater Holdings,Deposit - Bluewater Holdings
Exact Match,1.0,BK-S000239-B1,LD-S000239-L1,ACC2001,USD,9782.5,9782.5,2026-03-24,2026-03-24,REF000239,REF000239,REF000239,REF000239,REF000239,RBC Banking Services,RBC Banking Services,Withdrawal - RBC Banking Services,Withdrawal - RBC Banking Services
Exact Match,1.0,BK-S000240-B1,LD-S000240-L1,ACC1002,CAD,10272.37,10272.37,2026-04-05,2026-04-05,REF000240,REF000240,REF000240,REF000240,REF000240,Summit Client Account,Summit Client Account,Fee - Summit Client Account,Fee - Summit Client Account
Exact Match,1.0,BK-S000241-B1,LD-S000241-L1,ACC3001,CAD,10453.69,10453.69,2026-03-09,2026-03-09,REF000241,REF000241,REF000241,REF000241,REF000241,Pinebridge Vendor Services,Pinebridge Vendor Services,Wire In - Pinebridge Vendor Services,Wire In - Pinebridge Vendor Services
Exact Match,1.0,BK-S000242-B1,LD-S000242-L1,ACC1002,CAD,1966.12,1966.12,2026-04-02,2026-04-02,REF000242,REF000242,REF000242,REF000242,REF000242,Bluewater Holdings,Bluewater Holdings,Deposit - Bluewater Holdings,Deposit - Bluewater Holdings
Exact Match,1.0,BK-S000243-B1,LD-S000243-L1,ACC2002,USD,853.82,853.82,2026-03-30,2026-03-30,REF000243,REF000243,REF000243,REF000243,REF000243,Evergreen Custody,Evergreen Custody,Deposit - Evergreen Custody,Deposit - Evergreen Custody
Exact Match,1.0,BK-S000244-B1,LD-S000244-L1,ACC1002,CAD,8181.62,8181.62,2026-04-09,2026-04-09,REF000244,REF000244,REF000244,REF000244,REF000244,Pinebridge Vendor Services,Pinebridge Vendor Services,Interest - Pinebridge Vendor Services,Interest - Pinebridge Vendor Services
Exact Match,1.0,BK-S000245-B1,LD-S000245-L1,ACC3001,CAD,12397.42,12397.42,2026-04-15,2026-04-15,REF000245,REF000245,REF000245,REF000245,REF000245,Bluewater Holdings,Bluewater Holdings,Interest - Bluewater Holdings,Interest - Bluewater Holdings
Exact Match,1.0,BK-S000246-B1,LD-S000246-L1,ACC1001,CAD,22570.41,22570.41,2026-04-07,2026-04-07,REF000246,REF000246,REF000246,REF000246,REF000246,Bluewater Holdings,Bluewater Holdings,Interest - Bluewater Holdings,Interest - Bluewater Holdings
Exact Match,1.0,BK-S000247-B1,LD-S000247-L1,ACC3001,CAD,15004.56,15004.56,2026-03-15,2026-03-15,REF000247,REF000247,REF000247,REF000247,REF000247,Evergreen Custody,Evergreen Custody,Deposit - Evergreen Custody,Deposit - Evergreen Custody
Exact Match,1.0,BK-S000248-B1,LD-S000248-L1,ACC3001,CAD,6812.72,6812.72,2026-03-10,2026-03-10,REF000248,REF000248,REF000248,REF000248,REF000248,Cedar Prime LP,Cedar Prime LP,Interest - Cedar Prime LP,Interest - Cedar Prime LP
Exact Match,1.0,BK-S000249-B1,LD-S000249-L1,ACC2001,USD,5893.4,5893.4,2026-03-10,2026-03-10,REF000249,REF000249,REF000249,REF000249,REF000249,Summit Client Account,Summit Client Account,Interest - Summit Client Account,Interest - Summit Client Account
Exact Match,1.0,BK-S000250-B1,LD-S000250-L1,ACC1002,CAD,24954.95,24954.95,2026-03-14,2026-03-14,REF000250,REF000250,REF000250,REF000250,REF000250,Summit Client Account,Summit Client Account,Deposit - Summit Client Account,Deposit - Summit Client Account
Exact Match,1.0,BK-S000461-B1,LD-S000461-L1,ACC1002,CAD,10681.44,10681.44,2026-03-28,2026-03-28,REF000461,REF000461,REF000461,REF000461,REF000461,Summit Client Account,Summit Client Account,Deposit - Summit Client Account,Deposit - Summit Client Account
Exact Match,1.0,BK-S000462-B1,LD-S000462-L1,ACC3001,CAD,22408.15,22408.15,2026-03-24,2026-03-24,REF000462,REF000462,REF000462,REF000462,REF000462,Lakeview Partners,Lakeview Partners,Wire Out - Lakeview Partners,Wire Out - Lakeview Partners
Exact Match,1.0,BK-S000463-B1,LD-S000463-L1,ACC1002,CAD,8490.21,8490.21,2026-04-14,2026-04-14,REF000463,REF000463,REF000463,REF000463,REF000463,Cedar Prime LP,Cedar Prime LP,Wire Out - Cedar Prime LP,Wire Out - Cedar Prime LP
Exact Match,1.0,BK-S000464-B1,LD-S000464-L1,ACC2001,USD,8156.85,8156.85,2026-03-05,2026-03-05,REF000464,REF000464,REF000464,REF000464,REF000464,North Ridge Treasury,North Ridge Treasury,Wire Out - North Ridge Treasury,Wire Out - North Ridge Treasury
Exact Match,1.0,BK-S000465-B1,LD-S000465-L1,ACC3001,CAD,17482.72,17482.72,2026-03-22,2026-03-22,REF000465,REF000465,REF000465,REF000465,REF000465,Evergreen Custody,Evergreen Custody,Deposit - Evergreen Custody,Deposit - Evergreen Custody
Exact Match,1.0,BK-S000466-B1,LD-S000466-L1,ACC1002,CAD,251.89,251.89,2026-03-26,2026-03-26,REF000466,REF000466,REF000466,REF000466,REF000466,Evergreen Custody,Evergreen Custody,Wire Out - Evergreen Custody,Wire Out - Evergreen Custody
Exact Match,1.0,BK-S000467-B1,LD-S000467-L1,ACC3001,CAD,690.0,690.0,2026-03-11,2026-03-11,REF000467,REF000467,REF000467,REF000467,REF000467,Bluewater Holdings,Bluewater Holdings,Deposit - Bluewater Holdings,Deposit - Bluewater Holdings
Exact Match,1.0,BK-S000468-B1,LD-S000468-L1,ACC2001,USD,945.21,945.21,2026-04-09,2026-04-09,REF000468,REF000468,REF000468,REF000468,REF000468,Cedar Prime LP,Cedar Prime LP,Deposit - Cedar Prime LP,Deposit - Cedar Prime LP
Exact Match,1.0,BK-S000469-B1,LD-S000469-L1,ACC1001,CAD,10126.09,10126.09,2026-03-08,2026-03-08,REF000469,REF000469,REF000469,REF000469,REF000469,North Ridge Treasury,North Ridge Treasury,Withdrawal - North Ridge Treasury,Withdrawal - North Ridge Treasury
Exact Match,1.0,BK-S000470-B1,LD-S000470-L1,ACC1002,CAD,8226.79,8226.79,2026-04-13,2026-04-13,REF000470,REF000470,REF000470,REF000470,REF000470,Cedar Prime LP,Cedar Prime LP,Withdrawal - Cedar Prime LP,Withdrawal - Cedar Prime LP
Exact Match,1.0,BK-S000471-B1,LD-S000471-L1,ACC3001,CAD,797.59,797.59,2026-04-14,2026-04-14,REF000471,REF000471,REF000471,REF000471,REF000471,Cedar Prime LP,Cedar Prime LP,Deposit - Cedar Prime LP,Deposit - Cedar Prime LP
Exact Match,1.0,BK-S000472-B1,LD-S000472-L1,ACC1001,CAD,12945.74,12945.74,2026-03-08,2026-03-08,REF000472,REF000472,REF000472,REF000472,REF000472,Lakeview Partners,Lakeview Partners,Fee - Lakeview Partners,Fee - Lakeview Partners
Exact Match,1.0,BK-S000473-B1,LD-S000473-L1,ACC1002,CAD,4848.97,4848.97,2026-04-15,2026-04-15,REF000473,REF000473,REF000473,REF000473,REF000473,Summit Client Account,Summit Client Account,Fee - Summit Client Account,Fee - Summit Client Account
Exact Match,1.0,BK-S000474-B1,LD-S000474-L1,ACC2001,USD,130.1,130.1,2026-03-01,2026-03-01,REF000474,REF000474,REF000474,REF000474,REF000474,Cedar Prime LP,Cedar Prime LP,Wire Out - Cedar Prime LP,Wire Out - Cedar Prime LP
Exact Match,1.0,BK-S000475-B1,LD-S000475-L1,ACC1002,CAD,701.22,701.22,2026-04-02,2026-04-02,REF000475,REF000475,REF000475,REF000475,REF000475,North Ridge Treasury,North Ridge Treasury,Wire In - North Ridge Treasury,Wire In - North Ridge Treasury
Exact Match,1.0,BK-S000476-B1,LD-S000476-L1,ACC2001,USD,781.86,781.86,2026-03-30,2026-03-30,REF000476,REF000476,REF000476,REF000476,REF000476,Bluewater Holdings,Bluewater Holdings,Fee - Bluewater Holdings,Fee - Bluewater Holdings
Exact Match,1.0,BK-S000477-B1,LD-S000477-L1,ACC2001,USD,732.38,732.38,2026-03-08,2026-03-08,REF000477,REF000477,REF000477,REF000477,REF000477,Bluewater Holdings,Bluewater Holdings,Interest - Bluewater Holdings,Interest - Bluewater Holdings
Exact Match,1.0,BK-S000478-B1,LD-S000478-L1,ACC1002,CAD,23922.14,23922.14,2026-03-23,2026-03-23,REF000478,REF000478,REF000478,REF000478,REF000478,North Ridge Treasury,North Ridge Treasury,Fee - North Ridge Treasury,Fee - North Ridge Treasury
Exact Match,1.0,BK-S000479-B1,LD-S000479-L1,ACC2001,USD,24095.44,24095.44,2026-03-08,2026-03-08,REF000479,REF000479,REF000479,REF000479,REF000479,North Ridge Treasury,North Ridge Treasury,Wire Out - North Ridge Treasury,Wire Out - North Ridge Treasury
Exact Match,1.0,BK-S000480-B1,LD-S000480-L1,ACC2002,USD,676.55,676.55,2026-03-11,2026-03-11,REF000480,REF000480,REF000480,REF000480,REF000480,Bluewater Holdings,Bluewater Holdings,Withdrawal - Bluewater Holdings,Withdrawal - Bluewater Holdings
Exact Match,1.0,BK-S000481-B1,LD-S000481-L1,ACC3001,CAD,5350.25,5350.25,2026-04-06,2026-04-06,REF000481,REF000481,REF000481,REF000481,REF000481,RBC Banking Services,RBC Banking Services,Interest - RBC Banking Services,Interest - RBC Banking Services
Exact Match,1.0,BK-S000482-B1,LD-S000482-L1,ACC1002,CAD,420.16,420.16,2026-04-01,2026-04-01,REF000482,REF000482,REF000482,REF000482,REF000482,Bluewater Holdings,Bluewater Holdings,Interest - Bluewater Holdings,Interest - Bluewater Holdings
Exact Match,1.0,BK-S000483-B1,LD-S000483-L1,ACC2001,USD,13595.63,13595.63,2026-04-15,2026-04-15,REF000483,REF000483,REF000483,REF000483,REF000483,Lakeview Partners,Lakeview Partners,Wire In - Lakeview Partners,Wire In - Lakeview Partners
Exact Match,1.0,BK-S000484-B1,LD-S000484-L1,ACC3001,CAD,3285.81,3285.81,2026-04-14,2026-04-14,REF000484,REF000484,REF000484,REF000484,REF000484,Lakeview Partners,Lakeview Partners,Deposit - Lakeview Partners,Deposit - Lakeview Partners
Exact Match,1.0,BK-S000485-B1,LD-S000485-L1,ACC2002,USD,15709.94,15709.94,2026-04-05,2026-04-05,REF000485,REF000485,REF000485,REF000485,REF000485,Bluewater Holdings,Bluewater Holdings,Wire Out - Bluewater Holdings,Wire Out - Bluewater Holdings
Exact Match,1.0,BK-S000486-B1,LD-S000486-L1,ACC2002,USD,492.48,492.48,2026-03-11,2026-03-11,REF000486,REF000486,REF000486,REF000486,REF000486,Lakeview Partners,Lakeview Partners,Interest - Lakeview Partners,Interest - Lakeview Partners
Exact Match,1.0,BK-S000487-B1,LD-S000487-L1,ACC3001,CAD,10678.65,10678.65,2026-04-05,2026-04-05,REF000487,REF000487,REF000487,REF000487,REF000487,Lakeview Partners,Lakeview Partners,Wire Out - Lakeview Partners,Wire Out - Lakeview Partners
Exact Match,1.0,BK-S000488-B1,LD-S000488-L1,ACC3001,CAD,11729.63,11729.63,2026-03-06,2026-03-06,REF000488,REF000488,REF000488,REF000488,REF000488,Cedar Prime LP,Cedar Prime LP,Interest - Cedar Prime LP,Interest - Cedar Prime LP
Exact Match,1.0,BK-S000489-B1,LD-S000489-L1,ACC1001,CAD,14371.14,14371.14,2026-03-26,2026-03-26,REF000489,REF000489,REF000489,REF000489,REF000489,Bluewater Holdings,Bluewater Holdings,Wire In - Bluewater Holdings,Wire In - Bluewater Holdings
Exact Match,1.0,BK-S000490-B1,LD-S000490-L1,ACC3001,CAD,14495.98,14495.98,2026-03-20,2026-03-20,REF000490,REF000490,REF000490,REF000490,REF000490,Summit Client Account,Summit Client Account,Withdrawal - Summit Client Account,Withdrawal - Summit Client Account
Exact Match,1.0,BK-S000491-B1,LD-S000491-L1,ACC1002,CAD,15874.19,15874.19,2026-03-22,2026-03-22,REF000491,REF000491,REF000491,REF000491,REF000491,Summit Client Account,Summit Client Account,Interest - Summit Client Account,Interest - Summit Client Account
Exact Match,1.0,BK-S000492-B1,LD-S000492-L1,ACC2002,USD,6321.93,6321.93,2026-03-07,2026-03-07,REF000492,REF000492,REF000492,REF000492,REF000492,Pinebridge Vendor Services,Pinebridge Vendor Services,Wire In - Pinebridge Vendor Services,Wire In - Pinebridge Vendor Services
Exact Match,1.0,BK-S000493-B1,LD-S000493-L1,ACC2001,USD,3551.73,3551.73,2026-04-03,2026-04-03,REF000493,REF000493,REF000493,REF000493,REF000493,Evergreen Custody,Evergreen Custody,Deposit - Evergreen Custody,Deposit - Evergreen Custody
Exact Match,1.0,BK-S000494-B1,LD-S000494-L1,ACC2002,USD,5501.04,5501.04,2026-03-17,2026-03-17,REF000494,REF000494,REF000494,REF000494,REF000494,RBC Banking Services,RBC Banking Services,Wire In - RBC Banking Services,Wire In - RBC Banking Services
Exact Match,1.0,BK-S000495-B1,LD-S000495-L1,ACC2001,USD,619.92,619.92,2026-03-27,2026-03-27,REF000495,REF000495,REF000495,REF000495,REF000495,Cedar Prime LP,Cedar Prime LP,Wire In - Cedar Prime LP,Wire In - Cedar Prime LP
Exact Match,1.0,BK-S000496-B1,LD-S000496-L1,ACC3001,CAD,1104.1,1104.1,2026-03-09,2026-03-09,REF000496,REF000496,REF000496,REF000496,REF000496,Bluewater Holdings,Bluewater Holdings,Deposit - Bluewater Holdings,Deposit - Bluewater Holdings
Exact Match,1.0,BK-S000497-B1,LD-S000497-L1,ACC2002,USD,5167.61,5167.61,2026-03-12,2026-03-12,REF000497,REF000497,REF000497,REF000497,REF000497,Evergreen Custody,Evergreen Custody,Deposit - Evergreen Custody,Deposit - Evergreen Custody
Exact Match,1.0,BK-S000498-B1,LD-S000498-L1,ACC3001,CAD,10231.9,10231.9,2026-03-21,2026-03-21,REF000498,REF000498,REF000498,REF000498,REF000498,Lakeview Partners,Lakeview Partners,Deposit - Lakeview Partners,Deposit - Lakeview Partners
Exact Match,1.0,BK-S000499-B1,LD-S000499-L1,ACC2001,USD,592.27,592.27,2026-03-09,2026-03-09,REF000499,REF000499,REF000499,REF000499,REF000499,North Ridge Treasury,North Ridge Treasury,Interest - North Ridge Treasury,Interest - North Ridge Treasury
Exact Match,1.0,BK-S000500-B1,LD-S000500-L1,ACC3001,CAD,15980.02,15980.02,2026-03-14,2026-03-14,REF000500,REF000500,REF000500,REF000500,REF000500,North Ridge Treasury,North Ridge Treasury,Withdrawal - North Ridge Treasury,Withdrawal - North Ridge Treasury
Exact Match,1.0,BK-S000576-B1,LD-S000576-L1,ACC3001,CAD,8200.82,8200.82,2026-03-21,2026-03-21,REF000576,REF000576,REF000576,REF000576,REF000576,Bluewater Holdings,Bluewater Holdings,Deposit - Bluewater Holdings,Deposit - Bluewater Holdings
Exact Match,1.0,BK-S000577-B1,LD-S000577-L1,ACC1002,CAD,12436.95,12436.95,2026-03-14,2026-03-14,REF000577,REF000577,REF000577,REF000577,REF000577,Cedar Prime LP,Cedar Prime LP,Wire In - Cedar Prime LP,Wire In - Cedar Prime LP
Exact Match,1.0,BK-S000578-B1,LD-S000578-L1,ACC2001,USD,23364.27,23364.27,2026-03-24,2026-03-24,REF000578,REF000578,REF000578,REF000578,REF000578,North Ridge Treasury,North Ridge Treasury,Fee - North Ridge Treasury,Fee - North Ridge Treasury
Exact Match,1.0,BK-S000579-B1,LD-S000579-L1,ACC1001,CAD,5774.99,5774.99,2026-04-13,2026-04-13,REF000579,REF000579,REF000579,REF000579,REF000579,Evergreen Custody,Evergreen Custody,Fee - Evergreen Custody,Fee - Evergreen Custody
Exact Match,1.0,BK-S000580-B1,LD-S000580-L1,ACC3001,CAD,10145.7,10145.7,2026-03-29,2026-03-29,REF000580,REF000580,REF000580,REF000580,REF000580,North Ridge Treasury,North Ridge Treasury,Interest - North Ridge Treasury,Interest - North Ridge Treasury
Exact Match,1.0,BK-S000581-B1,LD-S000581-L1,ACC1002,CAD,15695.44,15695.44,2026-03-22,2026-03-22,REF000581,REF000581,REF000581,REF000581,REF000581,RBC Banking Services,RBC Banking Services,Withdrawal - RBC Banking Services,Withdrawal - RBC Banking Services
Exact Match,1.0,BK-S000582-B1,LD-S000582-L1,ACC2001,USD,7992.55,7992.55,2026-03-21,2026-03-21,REF000582,REF000582,REF000582,REF000582,REF000582,North Ridge Treasury,North Ridge Treasury,Wire Out - North Ridge Treasury,Wire Out - North Ridge Treasury
Exact Match,1.0,BK-S000583-B1,LD-S000583-L1,ACC2001,USD,13502.46,13502.46,2026-03-24,2026-03-24,REF000583,REF000583,REF000583,REF000583,REF000583,Summit Client Account,Summit Client Account,Interest - Summit Client Account,Interest - Summit Client Account
Exact Match,1.0,BK-S000584-B1,LD-S000584-L1,ACC1001,CAD,23570.5,23570.5,2026-03-16,2026-03-16,REF000584,REF000584,REF000584,REF000584,REF000584,Cedar Prime LP,Cedar Prime LP,Wire Out - Cedar Prime LP,Wire Out - Cedar Prime LP
